gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,HasInternet,is_DSL,is_Fiber_optic,MultipleLines_New,Contract_New,OnlineSecurity_New,OnlineBackup_New,DeviceProtection_New,TechSupport_New,StreamingTV_New,StreamingMovies_New,num_services,LTV_Estimate,AVG_Charge_Per_Service,Family_Flag
1,0,1,1,17,1,1,92.55,1515.1,1,0,1,2,0,0,0,0,0,1,1,3,1573.35,30.84,1
0,0,1,1,70,1,1,19.2,1401.4,0,0,0,1,2,0,0,0,0,0,0,0,1344.0,19200.0,1
0,0,0,0,15,1,1,49.1,679.55,1,1,0,2,0,0,0,0,0,0,0,1,736.5,49.05,0
1,0,1,1,47,1,0,24.55,1160.45,0,0,0,2,2,0,0,0,0,0,0,0,1153.8500000000001,24550.0,1
1,0,1,1,52,1,1,68.75,3482.85,1,1,0,1,1,0,1,1,1,1,0,5,3575.0,13.75,1
0,1,1,0,11,1,1,82.9,880.05,1,0,1,1,0,0,0,0,1,1,0,3,911.9000000000001,27.62,0
0,1,1,1,4,1,0,46.0,181.6,1,1,0,1,0,0,0,0,0,0,0,1,184.0,45.95,1
0,0,1,1,49,1,1,95.6,4783.5,1,0,1,2,0,0,0,0,0,1,1,3,4684.4,31.86,1
0,0,1,1,50,1,1,84.15,4164.4,1,1,0,2,1,0,1,1,1,1,1,6,4207.5,14.02,1
1,1,1,0,33,0,1,50.0,1750.85,1,1,0,0,0,0,1,1,1,1,0,5,1650.0,10.0,0
0,0,0,0,2,1,0,19.5,31.55,0,0,0,1,0,0,0,0,0,0,0,0,39.0,19500.0,0
1,1,1,0,2,1,1,86.85,156.35,1,0,1,2,0,0,0,0,0,1,0,2,173.7,43.4,0
0,0,0,0,11,1,0,51.1,531.15,1,1,0,1,0,0,1,0,0,0,0,2,562.1,25.54,0
0,0,0,0,15,1,0,48.85,736.8,1,1,0,1,0,0,1,0,0,0,0,2,732.75,24.41,0
0,0,0,0,1,1,0,71.1,71.1,1,0,1,1,0,0,0,0,0,0,0,1,71.1,71.03,0
0,0,1,0,14,1,0,20.4,292.4,0,0,0,1,2,0,0,0,0,0,0,0,285.59999999999997,20400.0,0
0,0,1,0,72,1,0,25.0,1849.2,0,0,0,2,2,0,0,0,0,0,0,0,1800.0,25000.0,0
0,0,0,0,23,0,1,44.95,996.85,1,1,0,0,0,0,0,0,0,1,1,3,1033.8500000000001,14.98,0
1,1,0,0,55,1,1,116.5,6382.55,1,0,1,2,0,1,1,1,1,1,1,7,6407.5,16.64,0
1,0,1,1,7,1,1,49.75,331.3,1,1,0,1,1,1,0,0,0,0,0,2,348.25,24.86,1
1,0,0,0,7,1,1,44.65,322.5,1,1,0,1,0,0,0,0,0,0,0,1,312.55,44.61,0
0,1,1,0,17,1,1,85.35,1463.45,1,0,1,2,0,1,0,1,0,0,0,3,1450.9499999999998,28.44,0
1,0,0,0,4,1,1,72.2,305.55,1,0,1,2,0,0,0,0,0,0,0,1,288.8,72.13,0
0,1,0,0,4,1,0,72.75,317.75,1,0,1,1,0,0,1,0,0,0,0,2,291.0,36.36,0
1,1,1,0,40,1,1,98.15,4116.8,1,0,1,1,1,1,1,1,1,1,0,6,3926.0,16.36,0
0,0,0,0,60,0,1,50.8,3027.4,1,1,0,0,0,0,1,0,0,1,1,4,3048.0,12.7,0
0,0,0,0,3,1,0,44.6,122.7,1,1,0,1,0,0,0,0,0,0,0,1,133.8,44.56,0
1,0,1,0,22,1,1,59.75,1374.35,1,1,0,1,1,1,0,0,0,1,0,3,1314.5,19.91,0
0,1,0,0,64,1,1,70.2,4481.0,1,1,0,1,2,1,1,0,1,1,0,5,4492.8,14.04,0
0,0,0,0,28,1,1,89.95,2625.55,1,0,1,2,0,0,1,0,0,0,1,3,2518.6,29.97,0
1,1,1,0,18,1,0,78.55,1422.65,1,0,1,1,0,0,0,0,0,0,1,2,1413.8999999999999,39.26,0
1,0,0,0,1,1,0,44.45,44.45,1,1,0,1,0,0,0,0,0,0,0,1,44.45,44.41,0
1,0,0,0,67,1,1,88.8,5903.15,1,1,0,2,1,1,1,1,1,1,1,7,5949.599999999999,12.68,0
0,0,0,0,1,1,1,85.45,85.45,1,0,1,2,0,0,0,0,0,0,1,2,85.45,42.7,0
1,0,0,0,9,1,1,99.3,918.75,1,0,1,2,0,0,1,0,0,1,1,4,893.6999999999999,24.82,0
0,0,1,0,18,1,1,95.95,1745.5,1,0,1,1,0,0,0,1,0,1,1,4,1727.1000000000001,23.98,0
1,0,1,1,29,1,1,60.2,1834.15,1,1,0,1,0,1,0,0,0,0,1,3,1745.8000000000002,20.06,1
1,0,1,0,58,1,1,86.1,4890.5,1,1,0,2,2,1,1,1,0,1,1,6,4993.799999999999,14.35,0
1,0,0,0,13,1,1,79.8,973.45,1,0,1,1,0,0,1,1,0,0,0,3,1037.3999999999999,26.59,0
0,0,0,0,1,1,0,19.8,19.8,0,0,0,1,0,0,0,0,0,0,0,0,19.8,19800.0,0
0,0,0,1,41,1,0,45.2,1841.9,1,1,0,1,0,0,0,0,0,0,0,1,1853.2,45.15,0
1,1,0,0,67,1,1,116.1,7839.85,1,0,1,2,2,1,1,1,1,1,1,7,7778.7,16.58,0
1,0,1,0,63,1,0,70.8,4448.8,1,1,0,1,1,1,1,0,1,1,0,5,4460.4,14.16,0
1,0,0,0,22,0,1,43.75,903.6,1,1,0,0,1,0,1,1,0,0,1,4,962.5,10.93,0
1,0,0,0,12,1,0,95.7,1184.0,1,0,1,1,1,0,0,1,0,1,1,4,1148.4,23.92,0
0,0,0,0,7,1,1,100.4,715.0,1,0,1,1,0,0,0,1,1,1,1,5,702.8000000000001,20.08,0
1,0,1,1,51,1,1,23.95,1216.35,0,0,0,2,1,0,0,0,0,0,0,0,1221.45,23950.0,1
1,0,1,1,39,1,0,59.8,2343.85,1,1,0,1,1,1,1,1,0,0,0,4,2332.2,14.95,1
1,0,0,0,12,1,1,59.8,727.8,1,1,0,1,1,0,0,0,1,1,0,3,717.5999999999999,19.93,0
0,0,1,1,62,1,1,101.15,6638.35,1,0,1,2,2,1,0,0,0,1,1,4,6271.3,25.28,1
0,0,1,1,68,1,1,73.0,5163.0,1,1,0,2,1,1,1,1,0,1,0,5,4964.0,14.6,1
1,0,1,1,69,1,1,105.0,7297.75,1,0,1,2,2,0,1,1,0,1,1,5,7245.0,21.0,1
0,1,1,1,1,1,1,69.25,69.25,1,0,1,1,0,0,0,0,0,0,0,1,69.25,69.18,1
0,0,0,0,1,1,0,45.8,45.8,1,1,0,1,0,0,0,0,0,0,0,1,45.8,45.75,0
0,0,1,1,70,1,1,115.15,8250.0,1,0,1,2,2,1,1,1,1,1,1,7,8060.5,16.45,1
0,0,0,0,7,1,1,78.55,522.95,1,0,1,2,0,0,1,0,0,0,0,2,549.85,39.26,0
0,1,0,0,51,1,0,19.6,967.9,0,0,0,1,2,0,0,0,0,0,0,0,999.6,19600.0,0
0,0,1,1,33,1,0,24.25,838.5,0,0,0,2,0,0,0,0,0,0,0,0,800.25,24250.0,1
1,1,1,0,66,1,1,100.05,6871.9,1,0,1,2,0,0,0,0,1,1,1,4,6603.3,25.01,0
1,0,1,0,63,1,0,67.25,4234.15,1,1,0,2,2,0,1,0,1,0,1,4,4236.75,16.81,0
0,0,0,1,43,1,1,106.0,4532.3,1,0,1,1,1,1,1,0,1,1,1,6,4558.0,17.66,0
1,1,0,0,12,1,1,73.3,828.05,1,0,1,2,0,0,0,0,0,0,0,1,879.5999999999999,73.23,0
1,0,1,1,67,1,1,89.55,6373.1,1,0,1,2,0,0,1,0,0,0,1,3,5999.849999999999,29.84,1
1,1,1,0,57,1,1,95.25,5427.05,1,0,1,2,0,0,1,1,0,0,1,4,5429.25,23.81,0
1,0,0,0,5,1,0,47.15,223.15,1,1,0,2,0,0,0,0,0,0,0,1,235.75,47.1,0
0,1,0,0,5,1,1,69.05,318.5,1,0,1,1,0,0,0,0,0,0,0,1,345.25,68.98,0
1,0,1,1,57,1,1,97.55,5598.0,1,0,1,1,1,0,1,1,0,1,1,5,5560.349999999999,19.51,1
1,0,0,0,1,1,1,44.75,44.75,1,1,0,1,0,0,0,0,0,0,0,1,44.75,44.71,0
1,0,1,1,53,1,0,85.7,4616.1,1,1,0,2,0,1,0,1,1,1,1,6,4542.1,14.28,1
0,0,0,1,10,0,0,40.25,411.45,1,1,0,0,1,1,1,0,1,0,0,4,402.5,10.06,0
0,0,0,0,7,1,0,19.3,144.95,0,0,0,1,0,0,0,0,0,0,0,0,135.1,19300.0,0
0,1,0,0,16,1,1,54.1,889.0,1,1,0,2,0,1,0,0,0,0,0,2,865.6,27.04,0
0,0,0,0,5,1,1,53.8,283.95,1,1,0,2,0,1,0,0,0,0,0,2,269.0,26.89,0
1,0,0,0,66,1,1,74.6,4798.4,1,1,0,2,2,1,1,1,0,0,1,5,4923.599999999999,14.92,0
0,0,0,0,10,1,1,20.55,187.35,0,0,0,1,0,0,0,0,0,0,0,0,205.5,20550.0,0
1,0,1,0,1,1,0,55.7,55.7,1,1,0,1,0,1,0,1,0,0,0,3,55.7,18.56,0
1,0,0,0,27,1,0,53.45,1461.45,1,1,0,1,0,1,0,0,1,0,0,3,1443.15,17.81,0
1,0,0,0,6,1,1,80.5,463.05,1,0,1,1,0,0,0,0,0,1,0,2,483.0,40.23,0
0,0,0,0,22,0,1,50.35,1098.85,1,1,0,0,0,0,1,0,0,1,1,4,1107.7,12.58,0
1,0,1,1,70,1,0,98.3,6859.5,1,0,1,2,2,0,1,0,0,1,1,4,6881.0,24.57,1
1,0,0,1,68,1,1,86.5,5882.75,1,1,0,2,2,1,1,0,1,1,1,6,5882.0,14.41,0
0,0,1,1,12,1,0,19.0,233.55,0,0,0,1,0,0,0,0,0,0,0,0,228.0,19000.0,1
0,1,1,0,15,1,1,83.05,1258.3,1,0,1,2,0,0,0,1,1,0,0,3,1245.75,27.67,0
1,1,1,0,51,0,1,29.45,1459.35,1,1,0,0,0,0,1,0,0,0,0,2,1501.95,14.72,0
1,0,0,0,3,1,1,85.3,264.8,1,0,1,2,0,0,0,0,0,0,1,2,255.89999999999998,42.63,0
1,0,0,0,22,1,1,94.65,2104.55,1,0,1,2,0,0,0,0,0,1,1,3,2082.3,31.54,0
0,0,1,1,49,1,0,61.75,3024.15,1,1,0,1,0,1,0,1,1,0,0,4,3025.75,15.43,1
1,0,0,0,1,1,1,89.1,89.1,1,0,1,1,0,0,0,0,0,1,1,3,89.1,29.69,0
0,0,0,1,3,0,0,29.65,90.05,1,1,0,0,0,0,1,0,0,0,0,2,88.94999999999999,14.82,0
1,0,1,1,21,0,1,26.05,565.75,1,1,0,0,0,0,0,0,0,0,0,1,547.0500000000001,26.02,1
0,0,1,1,1,1,1,20.15,20.15,0,0,0,1,0,0,0,0,0,0,0,0,20.15,20150.0,1
1,0,0,0,1,1,1,84.65,84.65,1,0,1,2,0,0,0,0,0,1,0,2,84.65,42.3,0
1,1,0,0,1,1,0,46.3,46.3,1,1,0,1,0,0,0,0,0,0,0,1,46.3,46.25,0
1,0,0,0,20,1,0,70.55,1493.55,1,0,1,1,0,0,0,0,0,0,0,1,1411.0,70.48,0
0,0,0,0,60,1,0,19.85,1128.1,0,0,0,1,2,0,0,0,0,0,0,0,1191.0,19850.0,0
1,0,0,0,5,1,1,55.75,266.95,1,1,0,1,0,1,0,0,1,0,0,3,278.75,18.58,0
0,0,0,0,18,1,1,50.3,913.3,1,1,0,2,0,0,0,0,0,0,0,1,905.4,50.25,0
1,0,1,1,53,1,0,64.15,3491.55,1,1,0,2,1,1,1,0,1,0,0,4,3399.9500000000003,16.03,1
0,0,1,1,10,1,1,102.1,1068.85,1,0,1,2,0,0,1,1,0,1,1,5,1021.0,20.42,1
1,0,0,0,11,1,0,23.15,245.2,0,0,0,2,0,0,0,0,0,0,0,0,254.64999999999998,23150.0,0
1,0,0,0,23,1,1,104.05,2470.1,1,0,1,2,0,0,0,1,1,1,1,5,2393.15,20.81,0
0,0,1,1,24,1,0,55.15,1319.85,1,1,0,1,0,1,0,0,1,0,0,3,1323.6,18.38,1
0,0,0,0,1,1,1,44.45,44.45,1,1,0,1,0,0,0,0,0,0,0,1,44.45,44.41,0
0,0,1,0,71,1,0,90.1,6310.9,1,1,0,2,2,1,1,1,1,1,1,7,6397.099999999999,12.87,0
0,0,1,1,34,1,1,20.1,682.1,0,0,0,1,1,0,0,0,0,0,0,0,683.4000000000001,20100.0,1
0,0,1,1,70,0,1,58.4,4113.15,1,1,0,0,1,0,1,1,1,1,1,6,4088.0,9.73,1
1,0,1,0,72,1,1,110.9,8240.85,1,0,1,2,2,1,0,1,1,1,1,6,7984.8,18.48,0
1,0,0,0,1,1,0,69.95,69.95,1,0,1,1,0,0,0,0,0,0,0,1,69.95,69.88,0
0,0,1,0,59,1,1,80.1,4693.2,1,1,0,2,1,0,1,0,1,1,1,5,4725.9,16.02,0
0,0,1,0,3,1,1,75.15,216.75,1,0,1,2,0,0,0,0,0,0,0,1,225.45000000000002,75.07,0
1,1,0,0,25,1,1,88.95,2291.2,1,0,1,2,0,0,1,0,0,1,0,3,2223.75,29.64,0
1,0,1,0,34,1,0,20.05,679.0,0,0,0,1,2,0,0,0,0,0,0,0,681.7,20050.0,0
0,0,1,0,22,1,1,54.7,1178.75,1,1,0,1,0,0,1,1,0,0,0,3,1203.4,18.23,0
0,0,1,1,25,1,1,89.1,2368.4,1,0,1,2,0,0,0,1,0,0,1,3,2227.5,29.69,1
0,0,1,0,60,1,1,97.2,5611.75,1,0,1,1,2,1,0,0,1,1,1,5,5832.0,19.44,0
0,0,1,1,46,1,0,90.95,4236.6,1,0,1,1,1,0,0,1,1,0,1,4,4183.7,22.73,1
1,0,1,1,58,1,0,94.35,5563.65,1,0,1,2,2,0,0,1,1,0,1,4,5472.299999999999,23.58,1
1,0,1,0,10,1,1,99.85,990.9,1,0,1,1,0,0,1,0,1,1,1,5,998.5,19.97,0
0,0,0,0,12,0,0,49.85,552.1,1,1,0,0,2,1,0,1,1,0,1,5,598.2,9.97,0
0,0,1,0,22,1,1,79.2,1742.75,1,1,0,2,0,1,0,0,1,1,1,5,1742.4,15.84,0
1,1,1,0,60,1,1,104.35,6339.45,1,0,1,2,1,0,1,1,0,1,1,5,6261.0,20.87,0
0,1,0,0,33,0,1,59.45,1884.65,1,1,0,0,0,1,1,1,0,1,1,6,1961.8500000000001,9.91,0
0,1,0,0,13,1,1,82.0,1127.2,1,0,1,2,0,0,0,0,0,0,1,2,1066.0,40.98,0
0,0,1,1,72,0,1,53.8,3952.45,1,1,0,0,2,1,0,1,0,1,1,5,3873.6,10.76,1
0,0,1,1,16,1,1,79.95,1267.95,1,0,1,2,0,0,1,0,0,0,0,2,1279.2,39.96,1
1,0,1,1,62,1,0,24.8,1476.25,0,0,0,2,1,0,0,0,0,0,0,0,1537.6000000000001,24800.0,1
1,0,1,0,48,1,1,96.9,4473.45,1,0,1,2,2,1,1,1,0,1,0,5,4651.200000000001,19.38,0
0,0,0,0,45,1,0,81.65,3618.7,1,1,0,1,2,1,0,1,1,1,1,6,3674.2500000000005,13.61,0
0,0,0,1,5,1,0,46.0,221.7,1,1,0,1,0,0,0,0,0,0,0,1,230.0,45.95,0
1,0,1,1,6,1,1,44.6,260.8,1,1,0,1,0,0,0,0,0,0,0,1,267.6,44.56,1
0,0,1,0,59,1,0,101.1,6039.9,1,0,1,2,0,0,1,0,0,1,1,4,5964.9,25.27,0
0,0,0,0,2,1,1,59.0,114.15,1,1,0,1,0,0,1,0,0,1,0,3,118.0,19.66,0
0,1,0,0,26,1,1,78.8,2006.1,1,0,1,1,0,0,0,0,0,0,1,2,2048.7999999999997,39.38,0
0,0,1,1,72,0,1,63.8,4684.3,1,1,0,0,2,1,1,1,1,1,1,7,4593.599999999999,9.11,1
1,1,1,0,23,1,1,20.75,485.2,0,0,0,1,1,0,0,0,0,0,0,0,477.25,20750.0,0
0,1,1,0,72,1,1,115.75,8443.7,1,0,1,2,2,1,1,1,1,1,1,7,8334.0,16.53,0
0,0,0,0,64,1,1,110.5,7069.25,1,0,1,2,2,0,1,1,1,1,1,6,7072.0,18.41,0
0,0,0,1,19,1,1,60.6,1297.8,1,1,0,1,0,1,1,1,0,0,0,4,1151.4,15.15,0
1,0,1,1,11,1,0,90.6,1020.2,1,0,1,1,0,0,0,0,0,1,1,3,996.5999999999999,30.19,1
1,0,1,0,72,1,1,115.55,8425.3,1,0,1,2,2,1,1,1,1,1,1,7,8319.6,16.5,0
0,0,1,1,70,1,1,113.05,7869.05,1,0,1,2,2,1,1,1,1,1,1,7,7913.5,16.15,1
0,0,0,0,58,1,1,79.8,4526.85,1,0,1,2,0,1,0,0,0,0,0,2,4628.4,39.88,0
0,0,0,0,30,1,1,55.3,1530.6,1,1,0,1,0,1,1,0,0,0,0,3,1659.0,18.43,0
0,0,1,0,25,1,1,20.2,507.9,0,0,0,1,1,0,0,0,0,0,0,0,505.0,20200.0,0
1,0,0,0,52,1,1,89.45,4577.75,1,0,1,2,2,0,0,1,0,0,1,3,4651.400000000001,29.81,0
1,0,1,1,61,1,0,20.4,1226.45,0,0,0,1,1,0,0,0,0,0,0,0,1244.3999999999999,20400.0,1
1,0,0,0,12,1,1,67.25,832.3,1,1,0,2,0,1,1,0,1,0,0,4,807.0,16.81,0
0,0,0,0,3,1,1,74.55,233.65,1,0,1,1,0,1,0,0,0,0,0,2,223.64999999999998,37.26,0
1,0,1,1,72,1,1,108.4,7767.25,1,0,1,2,2,1,1,1,0,1,1,6,7804.8,18.06,1
1,1,1,0,69,1,1,109.95,7634.25,1,0,1,2,2,0,1,1,1,1,1,6,7586.55,18.32,0
1,0,0,0,12,1,1,45.4,518.9,1,1,0,1,0,0,0,0,0,0,0,1,544.8,45.35,0
0,0,0,1,11,0,1,36.05,402.6,1,1,0,0,1,1,0,0,1,0,0,3,396.54999999999995,12.01,0
1,0,0,1,13,1,1,52.1,670.65,1,1,0,1,0,1,0,0,0,0,0,2,677.3000000000001,26.04,0
0,1,1,0,40,1,1,99.2,4062.2,1,0,1,1,1,0,1,0,1,1,1,5,3968.0,19.84,0
0,0,0,0,3,1,1,79.4,244.65,1,0,1,1,0,0,0,0,0,1,0,2,238.20000000000002,39.68,0
1,0,1,0,53,1,0,77.4,4155.95,1,1,0,2,1,1,0,1,1,1,0,5,4102.200000000001,15.48,0
0,0,1,0,14,1,1,64.7,941.0,1,1,0,2,0,1,0,0,0,1,0,3,905.8000000000001,21.56,0
1,0,1,1,33,1,0,82.1,2603.1,1,1,0,1,2,0,1,1,1,1,1,6,2709.2999999999997,13.68,1
1,0,1,0,61,1,0,25.45,1538.6,0,0,0,2,2,0,0,0,0,0,0,0,1552.45,25450.0,0
0,0,0,0,34,1,0,64.35,2053.05,1,1,0,1,1,1,1,0,0,0,1,4,2187.8999999999996,16.08,0
0,0,1,1,47,1,0,20.25,873.4,0,0,0,1,2,0,0,0,0,0,0,0,951.75,20250.0,1
1,0,0,0,48,1,0,19.85,916.0,0,0,0,1,2,0,0,0,0,0,0,0,952.8000000000001,19850.0,0
0,0,0,0,63,1,0,97.45,6253.0,1,0,1,2,2,0,1,0,0,1,1,4,6139.35,24.36,0
0,0,1,1,61,1,1,100.7,6018.65,1,0,1,2,1,1,1,1,0,0,1,5,6142.7,20.14,1
0,0,1,1,69,1,0,59.1,4134.7,1,1,0,1,1,0,1,1,1,0,0,4,4077.9,14.77,1
1,0,1,1,69,1,1,106.35,7261.75,1,0,1,1,2,1,1,0,1,1,1,6,7338.15,17.72,1
0,0,0,0,10,1,1,24.5,270.15,0,0,0,2,0,0,0,0,0,0,0,0,245.0,24500.0,0
1,0,1,1,47,1,1,113.45,5317.8,1,0,1,2,1,1,1,1,1,1,1,7,5332.150000000001,16.2,1
1,0,1,1,59,1,0,19.3,1192.7,0,0,0,1,2,0,0,0,0,0,0,0,1138.7,19300.0,1
1,0,0,0,8,0,1,25.25,186.3,1,1,0,0,0,0,0,0,0,0,0,1,202.0,25.22,0
0,0,1,1,15,1,1,25.25,394.85,0,0,0,2,0,0,0,0,0,0,0,0,378.75,25250.0,1
1,0,0,1,33,1,1,95.3,3275.15,1,0,1,2,0,1,0,1,0,0,1,4,3144.9,23.82,0
0,1,0,0,16,1,0,59.4,1023.9,1,1,0,1,0,0,0,0,1,1,0,3,950.4,19.79,0
0,0,1,1,64,1,1,86.8,5327.25,1,0,1,2,0,1,0,0,1,0,0,3,5555.2,28.92,1
1,1,0,0,7,0,1,44.4,265.8,1,1,0,0,0,0,1,0,1,0,1,4,310.8,11.1,0
1,0,1,1,72,1,0,68.4,4855.35,1,1,0,1,2,1,1,0,1,1,0,5,4924.8,13.68,1
1,0,0,1,1,0,1,24.7,24.7,1,1,0,0,0,0,0,0,0,0,0,1,24.7,24.68,0
1,0,0,0,7,0,0,35.3,264.8,1,1,0,0,1,1,0,1,0,0,0,3,247.09999999999997,11.76,0
0,0,1,1,35,1,1,19.85,739.35,0,0,0,1,2,0,0,0,0,0,0,0,694.75,19850.0,1
1,0,0,0,10,1,0,19.5,225.85,0,0,0,1,1,0,0,0,0,0,0,0,195.0,19500.0,0
0,0,1,0,72,1,1,24.15,1776.45,0,0,0,2,2,0,0,0,0,0,0,0,1738.8,24150.0,0
0,0,1,0,71,1,1,20.9,1493.2,0,0,0,1,2,0,0,0,0,0,0,0,1483.8999999999999,20900.0,0
1,0,1,1,42,1,0,20.7,828.85,0,0,0,1,2,0,0,0,0,0,0,0,869.4,20700.0,1
1,0,0,0,71,1,1,108.05,7532.15,1,0,1,2,2,1,0,1,1,1,1,6,7671.55,18.01,0
0,0,1,0,72,1,1,108.5,8003.8,1,0,1,2,1,0,1,1,1,1,1,6,7812.0,18.08,0
1,0,0,0,26,1,1,20.3,511.25,0,0,0,1,0,0,0,0,0,0,0,0,527.8000000000001,20300.0,0
1,1,0,0,1,1,1,69.75,69.75,1,0,1,1,0,0,0,0,0,0,0,1,69.75,69.68,0
1,0,1,1,2,1,0,20.2,34.75,0,0,0,1,1,0,0,0,0,0,0,0,40.4,20200.0,1
0,1,0,0,69,1,0,110.25,7467.55,1,0,1,2,2,1,0,1,1,1,1,6,7607.25,18.37,0
0,0,1,1,30,1,0,19.55,608.5,0,0,0,1,1,0,0,0,0,0,0,0,586.5,19550.0,1
1,0,1,1,2,1,0,97.1,184.15,1,0,1,1,0,1,0,0,0,1,1,4,194.2,24.27,1
0,0,1,1,42,1,1,100.4,4303.65,1,0,1,1,2,0,0,1,1,1,1,5,4216.8,20.08,1
1,0,0,0,1,1,0,61.15,61.15,1,1,0,2,0,1,1,0,0,0,0,3,61.15,20.38,0
0,0,1,1,27,1,0,66.15,1874.45,1,1,0,1,1,1,1,1,1,0,0,5,1786.0500000000002,13.23,1
0,0,0,0,3,1,1,74.75,238.1,1,0,1,1,0,0,0,1,0,0,0,2,224.25,37.36,0
1,0,0,0,35,1,1,20.2,684.4,0,0,0,1,2,0,0,0,0,0,0,0,707.0,20200.0,0
1,0,1,1,5,1,0,20.55,99.45,0,0,0,1,1,0,0,0,0,0,0,0,102.75,20550.0,1
1,0,1,1,1,1,1,71.0,71.0,1,0,1,1,0,0,0,0,0,0,0,1,71.0,70.93,1
0,1,0,0,6,1,0,19.5,106.8,0,0,0,1,0,0,0,0,0,0,0,0,117.0,19500.0,0
1,0,1,0,42,1,1,94.4,4014.6,1,0,1,2,0,1,0,1,0,0,1,4,3964.8,23.59,0
1,0,0,0,3,1,1,100.95,329.95,1,0,1,2,0,0,0,1,0,1,1,4,302.85,25.23,0
1,0,1,0,66,1,0,95.3,6273.4,1,0,1,2,1,0,1,1,0,0,1,4,6289.8,23.82,0
0,1,0,0,3,0,0,25.3,77.75,1,1,0,0,0,0,0,0,0,0,0,1,75.9,25.27,0
0,0,0,0,5,1,1,82.75,417.75,1,0,1,2,0,0,0,1,1,0,0,3,413.75,27.57,0
0,0,1,1,9,1,0,20.25,172.35,0,0,0,1,1,0,0,0,0,0,0,0,182.25,20250.0,1
0,0,1,1,32,1,0,73.6,2316.85,1,1,0,1,2,1,1,1,1,0,1,6,2355.2,12.26,1
1,0,0,0,34,1,1,49.8,1734.2,1,1,0,1,0,0,1,0,0,0,0,2,1693.1999999999998,24.89,0
1,1,0,0,11,1,0,60.25,662.95,1,1,0,2,0,1,1,0,0,0,0,3,662.75,20.08,0
0,0,1,0,46,1,1,108.9,4854.3,1,0,1,2,2,0,1,1,1,1,1,6,5009.400000000001,18.15,0
0,0,0,0,41,1,0,20.65,835.15,0,0,0,1,2,0,0,0,0,0,0,0,846.65,20650.0,0
1,1,1,1,66,1,1,99.5,6822.15,1,0,1,2,0,0,0,1,0,1,1,4,6567.0,24.87,1
0,0,1,1,35,1,1,25.4,949.8,0,0,0,2,2,0,0,0,0,0,0,0,889.0,25400.0,1
1,0,0,1,66,1,1,25.3,1673.8,0,0,0,2,2,0,0,0,0,0,0,0,1669.8,25300.0,0
0,0,0,0,47,1,1,65.0,2879.9,1,1,0,2,2,1,0,1,1,0,0,4,3055.0,16.25,0
0,0,0,0,70,1,0,19.7,1341.5,0,0,0,1,1,0,0,0,0,0,0,0,1379.0,19700.0,0
1,0,1,0,43,1,1,84.25,3539.25,1,0,1,1,1,1,0,1,1,0,0,4,3622.75,21.06,0
0,0,0,0,11,1,1,58.95,601.6,1,1,0,2,0,0,0,0,0,0,1,2,648.45,29.46,0
1,0,0,0,1,1,1,20.05,20.05,0,0,0,1,0,0,0,0,0,0,0,0,20.05,20050.0,0
1,0,1,1,46,1,0,56.9,2560.1,1,1,0,1,1,1,0,1,1,0,0,4,2617.4,14.22,1
1,0,0,0,5,1,0,78.75,426.35,1,0,1,1,0,0,0,0,0,0,1,2,393.75,39.36,0
0,0,1,0,35,1,0,56.85,1861.1,1,1,0,1,0,0,1,0,1,0,0,3,1989.75,18.94,0
0,1,0,0,26,1,1,91.25,2351.8,1,0,1,1,0,0,0,0,0,1,1,3,2372.5,30.41,0
1,1,0,0,65,1,1,110.35,7246.15,1,0,1,2,2,1,0,1,1,1,1,6,7172.75,18.39,0
1,1,0,0,51,1,1,79.6,3974.7,1,0,1,2,1,0,1,0,0,0,0,2,4059.6,39.78,0
1,0,1,1,54,1,0,63.35,3409.1,1,1,0,2,2,0,0,1,0,0,1,3,3420.9,21.11,1
0,0,1,0,72,1,0,85.1,6155.4,1,1,0,1,2,1,1,1,1,1,1,7,6127.2,12.16,0
1,0,0,0,1,1,0,20.75,20.75,0,0,0,1,0,0,0,0,0,0,0,0,20.75,20750.0,0
0,0,1,0,6,1,0,45.65,323.45,1,1,0,1,0,0,0,0,0,0,0,1,273.9,45.6,0
0,0,1,1,65,1,1,25.3,1748.55,0,0,0,2,2,0,0,0,0,0,0,0,1644.5,25300.0,1
0,0,0,0,4,1,0,20.95,85.5,0,0,0,1,0,0,0,0,0,0,0,0,83.8,20950.0,0
0,0,0,0,3,1,0,75.25,242.0,1,0,1,2,0,0,0,0,0,0,0,1,225.75,75.17,0
1,0,1,0,38,1,1,110.7,4428.6,1,0,1,2,1,1,0,1,1,1,1,6,4206.6,18.45,0
1,0,0,1,1,0,0,24.2,24.2,1,1,0,0,0,0,0,0,0,0,0,1,24.2,24.18,0
1,0,1,0,5,1,1,94.45,498.1,1,0,1,1,0,0,0,1,0,1,1,4,472.25,23.61,0
1,0,1,1,55,1,0,59.45,3157.0,1,1,0,1,1,1,0,0,0,0,1,3,3269.75,19.81,1
1,0,1,0,42,1,1,99.45,4138.05,1,0,1,2,0,0,1,1,1,0,1,5,4176.900000000001,19.89,0
1,0,1,0,33,1,0,91.25,2964.05,1,0,1,1,0,0,0,0,0,1,1,3,3011.25,30.41,0
